bioproject,acc,biosample,consent,releasedate,librarysource,libraryselection,librarylayout,platform,instrument,organism,mbases,avgspotlen,assay_type,group,sample
PRJNA882412,SRR21663118,SAMN30934389,public,2022-10-13,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,8063,200,WXS,SAMN30934389,SRR21663118
PRJNA798061,SRR26038889,SAMN37358861,public,2024-01-29,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,7924,288,WGS,SAMN37358861,SRR26038889
PRJNA576566,SRR10258570,SAMN12997202,public,2020-01-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten,human vaginal metagenome,9766,300,WGS,SAMN12997202,SRR10258570
PRJNA767784,SRR16503439,SAMN22416365,public,2022-11-18,METAGENOMIC,unspecified,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,2048,294,WGS,SAMN22416365,SRR16503439
PRJEB34744,ERR3596490,SAMEA6084786,public,2019-11-02,METAGENOMIC,unspecified,PAIRED,ILLUMINA,Illumina MiSeq,human vaginal metagenome,3390,302,WGS,SAMEA6084786,ERR3596490
PRJEB34744,ERR3596492,SAMEA6084788,public,2019-11-02,METAGENOMIC,unspecified,PAIRED,ILLUMINA,Illumina MiSeq,human vaginal metagenome,1839,302,WGS,SAMEA6084788,ERR3596492
PRJNA1274191,SRR33905919,SAMN48977868,public,2025-06-10,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer,human vaginal metagenome,2989,302,WGS,SAMN48977868,SRR33905919
PRJNA208535,SRR19067265,SAMN28057884,public,2023-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,9151,290,WGS,SAMN28057884,SRR19067265
PRJEB50547,ERR8283374,SAMEA12789752,public,2023-01-04,METATRANSCRIPTOMIC,Inverse rRNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9938,200,RNA-Seq,SAMEA12789752,ERR8283374
PRJNA1133690,SRR29825843,SAMN42383923,public,2025-05-31,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9623,302,WGS,SAMN42383923,SRR29825843
PRJNA882412,SRR21663213,SAMN30934385,public,2022-10-13,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,8813,200,WXS,SAMN30934385,SRR21663213
PRJNA797778,SRR17858163,SAMN25037501,public,2022-02-16,METATRANSCRIPTOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9492,282,RNA-Seq,SAMN25037501,SRR17858163
PRJNA1091563,SRR28475156,SAMN40597764,public,2024-03-27,METATRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human urinary tract metagenome,3534,101,OTHER,SAMN40597764,SRR28475156
PRJNA700071,SRR13740659,SAMN17964556,public,2022-01-17,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human urinary tract metagenome,3653,250,WGS,SAMN17964556,SRR13740659
PRJNA1274191,SRR33905937,SAMN48977878,public,2025-06-10,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer,human vaginal metagenome,7818,302,WGS,SAMN48977878,SRR33905937
